timestamp,y_true,yhat,z_resid,flag_z,flag_cusum,lo,hi
2020-03-04 23:00:00+00:00,26268.0,26125.08585135281,0.4589671969955621,0,0,25405.577632076605,26844.594070629017
2020-03-05 00:00:00+00:00,24718.0,24639.18560928942,0.4100560279207299,0,0,23565.57049888403,25712.80071969481
2020-03-05 01:00:00+00:00,23825.0,23701.15774701733,0.44394591333749467,0,0,22350.547585237087,25051.76790879757
2020-03-05 02:00:00+00:00,23414.0,23374.08691060421,0.37992383408888164,0,0,21848.68747761136,24899.48634359705
2020-03-05 03:00:00+00:00,23354.0,23396.28460465992,0.31764888643617156,0,0,21752.15252583541,25040.41668348444
2020-03-05 04:00:00+00:00,23928.0,24035.76179386654,0.2684591073986071,0,0,22308.07685155237,25763.446736180707
2020-03-05 05:00:00+00:00,26713.0,26365.13538755036,0.6160165165879492,0,0,24577.45544703712,28152.81532806359
2020-03-05 06:00:00+00:00,30213.0,29814.05064435629,0.6577199716436142,0,0,27982.74338487966,31645.357903832923
2020-03-05 07:00:00+00:00,32268.0,31776.945822844387,0.7302797557600827,0,0,29913.646847733697,33640.24479795508
2020-03-05 08:00:00+00:00,33178.0,33136.8231841986,0.3880796972912048,0,0,31249.929629540293,35023.71673885691
2020-03-05 09:00:00+00:00,33492.0,33601.570143924204,0.27211459807164695,0,0,31697.204595804767,35505.93569204364
2020-03-05 10:00:00+00:00,33529.0,33541.9540373561,0.3440272263368635,0,0,31624.61285232264,35459.29522238956
2020-03-05 11:00:00+00:00,33489.0,33329.58926155834,0.4733349251464063,0,0,31402.591471131054,35256.58705198563
2020-03-05 12:00:00+00:00,33304.0,33216.04328133595,0.4165648245089572,0,0,31281.847939889954,35150.23862278195
2020-03-05 13:00:00+00:00,32179.0,32357.925577122296,0.21094238999063616,0,0,30418.359503134016,34297.49165111058
2020-03-05 14:00:00+00:00,31512.0,31569.6908915234,0.3020372073947594,0,0,29626.11390564984,33513.26787739696
2020-03-05 15:00:00+00:00,30990.0,31081.093269654702,0.27534412265774627,0,0,29134.51905325143,33027.66748605798
2020-03-05 16:00:00+00:00,30650.0,30954.0660704507,0.11215321229284811,0,0,29005.251091218262,32902.881049683136
2020-03-05 17:00:00+00:00,30564.0,31425.258519197912,-0.31391451827600003,0,0,29474.767750042884,33375.74928835294
2020-03-05 18:00:00+00:00,32773.0,33730.767452303044,-0.386393303840197,0,0,31779.02309883638,35682.51180576971
2020-03-05 19:00:00+00:00,34093.0,34867.69432621314,-0.24537353189386624,0,0,32915.012044030525,36820.37660839575
2020-03-05 20:00:00+00:00,33211.0,34199.872850698834,-0.4074835959940544,0,0,32246.48871320131,36153.25698819636
2020-03-05 21:00:00+00:00,30662.0,31866.98747574638,-0.5715514638608313,0,0,29913.07808191753,33820.896869575234
2020-03-05 22:00:00+00:00,28013.0,29206.23259724062,-0.5625827079395898,0,0,27251.93007960209,31160.535114879152
2020-03-05 23:00:00+00:00,26278.0,26244.97701846867,0.37348806979442817,0,0,25525.468799192466,26964.48523774488
2020-03-06 00:00:00+00:00,24829.0,24476.13117392357,0.6177127695039472,0,0,23402.516063518186,25549.746284328965
2020-03-06 01:00:00+00:00,23817.0,23545.82083730977,0.5554437830050925,0,0,22195.210675529524,24896.430999090007
2020-03-06 02:00:00+00:00,23421.0,23208.787401728845,0.510821229242643,0,0,21683.387968736,24734.18683472169
2020-03-06 03:00:00+00:00,23440.0,23219.702865810388,0.5174096402908338,0,0,21575.570786985874,24863.834944634906
2020-03-06 04:00:00+00:00,24057.0,23806.70732534816,0.541081602217615,0,0,22079.02238303399,25534.39226766233
2020-03-06 05:00:00+00:00,26674.0,26188.15116087676,0.7220491664613821,0,0,24400.471220363524,27975.83110138999
2020-03-06 06:00:00+00:00,30248.0,29549.39194488535,0.8870532384907618,0,0,27718.08468540872,31380.69920436198
2020-03-06 07:00:00+00:00,32430.0,31578.84582848035,1.005055026954617,0,0,29715.54685336966,33442.14480359104
2020-03-06 08:00:00+00:00,33617.0,33023.883032909194,0.8076579090538786,0,0,31136.98947825089,34910.7765875675
2020-03-06 09:00:00+00:00,34134.0,33628.33809029868,0.73830149927376,0,0,31723.97254217924,35532.70363841811
2020-03-06 10:00:00+00:00,34204.0,33669.21612786282,0.7572053125171654,0,0,31751.87494282936,35586.55731289628
2020-03-06 11:00:00+00:00,34018.0,33513.951488291925,0.7305628358510132,0,0,31586.95369786464,35440.949278719214
2020-03-06 12:00:00+00:00,33700.0,33419.066668547595,0.5575372583129669,0,0,31484.8713271016,35353.26200999359
2020-03-06 13:00:00+00:00,32470.0,32494.462790456324,0.32218334113271596,0,0,30554.896716468043,34434.028864444605
2020-03-06 14:00:00+00:00,31544.0,31697.36730286191,0.22163137170160596,0,0,29753.790316988347,33640.94428873547
2020-03-06 15:00:00+00:00,30942.0,31170.20892340809,0.16217807302585946,0,0,29223.634707004818,33116.78313981136
2020-03-06 16:00:00+00:00,30602.0,30984.310212470067,0.04211792920219829,0,0,29035.49523323763,32933.12519170251
2020-03-06 17:00:00+00:00,30657.0,31246.838876304693,-0.11978516877485282,0,0,29296.348107149664,33197.32964545972
2020-03-06 18:00:00+00:00,32702.0,33427.29794476374,-0.22584895214360068,0,0,31475.55359129708,35379.04229823041
2020-03-06 19:00:00+00:00,33815.0,34522.86497537533,-0.21464803079532457,0,0,32570.18269319272,36475.54725755794
2020-03-06 20:00:00+00:00,33076.0,33807.32253691686,-0.23420149481112704,0,0,31853.93839941933,35760.70667441438
